user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data
25 to 34,173,2018-04-18,male,61,38.0,457,North Corniche,54 kg and under,تمرين الاربعاء,26.9,50.8,60.45,8088,8088,1
25 to 34,163,2019-04-24,male,61,38.0,457,North Corniche,85 to 95 kg,Evening Ride,26.0,62.6,52.68,7290,7290,0
25 to 34,191,2014-06-11,male,63,37.8,459,North Corniche,95 kg to 104 kg,Morning Ride,31.3,47.9,32.23,3711,3711,0
25 to 34,175,2016-12-05,male,63,37.8,459,North Corniche,115 kg and over,تمرين اكثر من رائع مع دراج الحجاز ,30.7,49.3,42.32,4970,4970,0
25 to 34,277,2019-12-06,male,63,37.8,459,North Corniche,65 to 74 kg,Weekend Long Group Ride,30.9,42.8,102.08,11909,11909,1
25 to 34,259,2019-04-01,male,66,37.7,460,North Corniche,95 kg to 104 kg,Evening Ride,26.5,42.8,50.55,6867,6867,0
25 to 34,194,2016-10-08,male,67,37.7,461,North Corniche,85 to 95 kg,Morning Ride,33.5,51.1,23.84,2560,2560,0
25 to 34,367,2016-12-05,male,67,37.7,461,North Corniche,75 to 84 kg,Evening Ride,27.4,49.0,34.67,4548,4548,0
25 to 34,430,2017-07-19,male,67,37.7,461,North Corniche,95 kg to 104 kg,Night Ride,26.6,42.5,21.75,2949,2949,1
25 to 34,263,2019-03-27,male,67,37.7,461,North Corniche,65 to 74 kg,Evening Ride,28.3,46.4,53.12,6754,6754,0
25 to 34,171,2019-04-21,male,67,37.7,461,North Corniche,85 to 95 kg,Evening Ride,24.1,45.0,48.62,7269,7269,0
25 to 34,91,2019-10-16,male,72,37.5,463,North Corniche,75 to 84 kg,Evening Ride,27.7,52.2,55.02,7146,7146,1
25 to 34,234,2018-09-10,male,73,37.4,464,North Corniche,65 to 74 kg,Evening Ride,24.5,44.3,51.7,7607,7607,0
25 to 34,1102,2018-02-22,male,74,37.3,465,North Corniche,54 kg and under,Night Ride,29.2,53.3,39.74,4894,4894,1
25 to 34,257,2018-05-09,male,74,37.3,465,North Corniche,85 to 95 kg,Evening Ride,22.8,52.2,51.58,8146,8146,0
25 to 34,1055,2020-02-21,male,76,37.1,468,North Corniche,55 to 64 kg,Morning Ride,26.3,62.3,76.35,10443,10443,1
25 to 34,308,2017-12-15,male,77,37.0,469,North Corniche,85 to 95 kg,تمرين جده الكرنيش الجديد,22.7,43.9,49.69,7869,7869,0
25 to 34,184,2019-10-09,male,77,37.0,469,North Corniche,54 kg and under,Afternoon Ride,31.5,45.4,81.45,9314,9314,1
25 to 34,1105,2018-06-01,male,79,36.9,470,North Corniche,65 to 74 kg,Night Ride,29.5,41.4,44.13,5384,5384,1
25 to 34,262,2019-03-04,male,80,36.9,471,North Corniche,54 kg and under,Evening Ride,32.5,85.3,49.98,5530,5530,0
25 to 34,222,2019-10-30,male,81,36.8,472,North Corniche,,٢,28.4,48.2,43.87,5560,5560,0
25 to 34,208,2020-01-20,male,82,36.7,473,North Corniche,54 kg and under,Evening Ride,25.6,47.2,38.55,5411,5411,0
25 to 34,227,2018-08-31,male,83,36.6,474,North Corniche,75 to 84 kg,Afternoon Ride,24.8,45.7,60.42,8784,8784,0
25 to 34,228,2018-09-07,male,83,36.6,474,North Corniche,75 to 84 kg,Morning Ride,28.1,41.8,54.01,6916,6916,1
25 to 34,1172,2017-05-24,male,85,36.5,475,North Corniche,54 kg and under,晚间骑行,22.3,46.1,19.11,3082,3082,0
25 to 34,364,2019-03-04,male,85,36.5,475,North Corniche,85 to 95 kg,Evening Ride,28.6,47.5,52.14,6564,6564,1
25 to 34,393,2020-01-27,male,85,36.5,475,North Corniche,75 to 84 kg,27-1-2020,25.6,73.1,52.01,7306,7306,0
25 to 34,499,2020-02-10,male,85,36.5,475,North Corniche,75 to 84 kg,Evening Ride,22.7,49.7,34.0,5387,5387,1
25 to 34,374,2017-04-17,male,89,36.4,477,North Corniche,75 to 84 kg,Evening Ride 17.04.2017,23.1,54.4,21.71,3389,3389,1
25 to 34,1400,2016-10-10,male,90,36.3,478,North Corniche,54 kg and under,Evening Ride,21.2,48.2,33.88,5755,5755,0
25 to 34,336,2019-04-06,male,90,36.3,478,North Corniche,85 to 95 kg,Morning Ride,25.9,39.2,50.81,7050,7050,1
25 to 34,212,2017-05-18,male,92,36.2,479,North Corniche,55 to 64 kg,Afternoon Ride,11.8,47.9,32.8,9976,9976,0
25 to 34,268,2018-04-16,male,92,36.2,479,North Corniche,65 to 74 kg,Evening Ride,29.6,44.3,26.83,3261,3261,0
25 to 34,382,2016-11-07,male,94,36.1,481,North Corniche,95 kg to 104 kg,Evening Ride,31.4,40.0,39.11,4485,4485,1
25 to 34,251,2017-04-24,male,94,36.1,481,North Corniche,115 kg and over,Afternoon Ride,21.1,42.1,38.94,6644,6644,0
25 to 34,164,2019-04-27,male,96,36.0,482,North Corniche,75 to 84 kg,The Geely Jeddah 50km,35.4,44.6,41.81,4249,4249,1
25 to 34,264,2019-10-16,male,96,36.0,482,North Corniche,85 to 95 kg,Evening Ride,33.8,51.8,39.13,4170,4170,0
25 to 34,586,2019-12-28,male,96,36.0,482,North Corniche,54 kg and under,Evening Ride,18.6,41.0,28.23,5469,5469,0
25 to 34,213,2019-12-20,male,99,35.9,483,North Corniche,54 kg and under,Morning Ride,28.7,49.0,64.91,8145,8145,1
25 to 34,400,2017-04-17,male,100,35.8,485,North Corniche,85 to 95 kg,Frist ride high speed 25-30,24.3,41.8,23.66,3504,3504,0
25 to 34,177,2019-06-12,male,100,35.8,485,North Corniche,54 kg and under,Afternoon Ride,24.3,47.2,47.93,7108,7108,0
25 to 34,293,2019-11-25,male,102,35.7,486,North Corniche,,Evening Ride,25.1,72.7,51.98,7455,7455,0
25 to 34,51,2018-12-20,male,103,35.6,487,North Corniche,65 to 74 kg,Afternoon Ride,25.8,43.2,36.5,5103,5103,1
25 to 34,428,2017-09-11,male,104,35.6,488,North Corniche,85 to 95 kg,Evening Ride,24.7,41.0,22.59,3299,3299,0
25 to 34,165,2019-04-27,male,104,35.6,488,North Corniche,85 to 95 kg,سباق تحدي شركة جيلي,34.7,51.8,40.08,4158,4158,1
25 to 34,451,2018-05-09,male,106,35.5,489,North Corniche,75 to 84 kg,مجدولة مجموعة جدة سايكلست على دراجة هجين man biking: medium skin tone smiling face with heart-eyes fire ,24.7,42.5,47.69,6956,6956,1
25 to 34,1173,2017-09-17,male,107,35.4,490,North Corniche,54 kg and under,Night Ride,30.8,49.0,41.23,4812,4812,0
25 to 34,402,2018-09-26,male,107,35.4,490,North Corniche,,Evening Ride,24.7,47.5,53.44,7804,7804,0
25 to 34,404,2018-12-08,male,107,35.4,490,North Corniche,95 kg to 104 kg,Morning Ride,22.3,52.2,45.08,7281,7281,0
25 to 34,1104,2019-10-11,male,107,35.4,490,North Corniche,75 to 84 kg,Jeddah Corniche,31.4,45.0,83.01,9525,9525,0
25 to 34,256,2016-05-30,male,111,35.3,492,North Corniche,54 kg and under,Night Ride,19.9,54.7,24.88,4509,4509,0
25 to 34,1174,2018-01-08,male,111,35.3,492,North Corniche,54 kg and under,Evening Ride,27.5,46.4,51.64,6761,6761,0
25 to 34,218,2018-04-05,male,111,35.3,492,North Corniche,55 to 64 kg,جدة Jeddah,30.4,50.0,54.8,6494,6494,0
25 to 34,502,2019-08-27,male,111,35.3,492,North Corniche,85 to 95 kg,Afternoon Ride,30.0,46.4,30.4,3643,3643,1
25 to 34,1179,2019-07-20,male,115,34.9,497,North Corniche,75 to 84 kg,Evening Ride,24.3,45.7,40.89,6066,6066,1
25 to 34,462,2020-01-20,male,115,34.9,497,North Corniche,54 kg and under,Evening Ride,25.2,43.6,22.52,3224,3224,0
25 to 34,233,2018-12-19,male,117,34.9,498,North Corniche,54 kg and under,Evening Ride,24.0,44.6,52.94,7931,7931,0
25 to 34,415,2019-01-23,male,117,34.9,498,North Corniche,85 to 95 kg,تمرين مسائي رائع .... ,21.8,44.3,52.68,8683,8683,0
25 to 34,170,2018-12-08,male,119,34.7,500,North Corniche,85 to 95 kg,Sortie à vélo du midi,28.8,45.0,52.03,6500,6500,0
25 to 34,290,2016-05-30,male,120,34.6,501,North Corniche,54 kg and under,Night Ride,22.0,51.5,25.03,4093,4093,0
25 to 34,310,2018-12-12,male,120,34.6,501,North Corniche,65 to 74 kg,Afternoon Ride,20.8,48.6,117.18,20299,20299,0
25 to 34,303,2019-01-07,male,120,34.6,501,North Corniche,54 kg and under,Evening Ride,25.6,42.1,53.63,7556,7556,0
25 to 34,461,2019-01-02,male,123,34.6,502,North Corniche,55 to 64 kg,Night Ride,22.7,50.8,25.46,4031,4031,1
25 to 34,327,2020-01-13,male,123,34.6,502,North Corniche,54 kg and under,Evening Ride,20.6,46.8,22.29,3899,3899,1
25 to 34,281,2016-12-19,male,125,34.5,503,North Corniche,75 to 84 kg,Jeddah cyclists,27.0,54.0,28.38,3792,3792,0
25 to 34,453,2016-12-19,male,126,34.4,504,North Corniche,85 to 95 kg,Evening Ride,20.6,45.4,27.07,4743,4743,0
25 to 34,311,2019-10-30,male,126,34.4,504,North Corniche,75 to 84 kg,Evening Ride,25.7,41.4,47.17,6596,6596,1
25 to 34,243,2018-10-26,male,128,34.4,505,North Corniche,55 to 64 kg,Solo Ride ,26.5,45.0,78.89,10702,10702,0
25 to 34,196,2018-12-11,male,128,34.4,505,North Corniche,65 to 74 kg,Afternoon Ride,20.4,47.9,29.66,5239,5239,0
25 to 34,341,2019-04-24,male,128,34.4,505,North Corniche,54 kg and under,Morning Ride,26.1,42.8,20.94,2886,2886,1
25 to 34,266,2019-05-22,male,131,34.3,506,North Corniche,75 to 84 kg,Night Ride,26.4,42.5,51.24,6988,6988,0
25 to 34,276,2019-09-02,male,131,34.3,506,North Corniche,65 to 74 kg,Evening Ride 2nd September 2019,19.9,42.8,29.88,5395,5395,0
25 to 34,1060,2019-12-21,male,131,34.3,506,North Corniche,65 to 74 kg,Morning Ride,27.5,48.6,52.49,6882,6882,1
25 to 34,223,2015-02-25,male,134,34.2,507,North Corniche,55 to 64 kg,تمرين Jeddah Cyclist نار ياحبيبي نار,26.5,45.7,70.89,9648,9648,0
25 to 34,209,2018-03-23,male,135,34.2,508,North Corniche,65 to 74 kg,Morning Ride,27.9,44.6,60.83,7836,7836,0
25 to 34,1404,2019-04-20,male,136,34.1,509,North Corniche,,Afternoon Ride,14.5,39.6,29.66,7364,7364,0
25 to 34,344,2017-05-01,male,137,34.0,510,North Corniche,54 kg and under,Back woman biking: medium-light skin tone ,31.3,90.4,17.56,2020,2020,0
25 to 34,359,2018-02-28,male,138,34.0,511,North Corniche,54 kg and under,Evening Ride,24.2,40.3,35.57,5292,5292,1
25 to 34,1214,2017-05-10,male,139,33.9,512,North Corniche,,Evening Ride,27.4,58.3,26.57,3492,3492,0
25 to 34,1103,2019-10-11,male,139,33.9,512,North Corniche,,Morning Ride,31.5,40.3,83.29,9526,9526,0
25 to 34,206,2016-07-27,male,141,33.8,514,North Corniche,65 to 74 kg,Evening Ride,20.2,49.0,59.61,10639,10639,0
25 to 34,185,2019-03-01,male,142,33.7,515,North Corniche,75 to 84 kg,Morning Ride,28.2,36.7,20.51,2619,2619,1
25 to 34,325,2019-09-16,male,142,33.7,515,North Corniche,65 to 74 kg,سرعة الهواء 27 K loudly crying face tornado ,23.1,43.6,56.1,8740,8740,0
25 to 34,267,2018-04-04,male,144,33.6,516,North Corniche,65 to 74 kg,Evening Ride,29.0,55.8,54.01,6716,6716,0
25 to 34,285,2019-01-14,male,144,33.6,516,North Corniche,95 kg to 104 kg,Evening Ride,23.0,40.7,43.86,6879,6879,0
25 to 34,554,2019-10-18,male,144,33.6,516,North Corniche,54 kg and under,Morning Ride,27.7,49.3,55.05,7164,7164,1
25 to 34,273,2020-02-12,male,144,33.6,516,North Corniche,85 to 95 kg,تمرين الاربعاء,24.0,38.2,52.6,7879,7879,0
25 to 34,313,2018-11-21,male,148,33.6,517,North Corniche,54 kg and under,Evening Ride,25.2,45.0,42.48,6075,6075,0
25 to 34,291,2019-01-14,male,148,33.6,517,North Corniche,95 kg to 104 kg,Evening Ride,21.8,42.5,51.55,8519,8519,0
25 to 34,406,2018-09-26,male,150,33.5,518,North Corniche,54 kg and under,Evening Ride,25.0,42.1,50.7,7307,7307,0
25 to 34,255,2019-09-16,male,150,33.5,518,North Corniche,54 kg and under,Evening Ride,18.5,41.8,19.64,3826,3826,0
25 to 34,307,2016-08-19,male,152,33.4,519,North Corniche,75 to 84 kg,تمرين صباحي انيق بكورنيش جدة مع ك. صالح معاذ,27.0,45.4,52.03,6949,6949,1
25 to 34,203,2017-05-08,male,152,33.4,519,North Corniche,55 to 64 kg,Evening Ride,24.3,38.9,25.85,3835,3835,0
25 to 34,174,2019-01-14,male,152,33.4,519,North Corniche,75 to 84 kg,Evening Ride,25.6,47.5,51.24,7218,7218,0
25 to 34,390,2016-10-17,male,155,33.4,520,North Corniche,55 to 64 kg,Evening Rideتمرين مع قروب جدة ,20.2,41.8,20.39,3633,3633,0
25 to 34,321,2017-12-25,male,155,33.4,520,North Corniche,54 kg and under,Evening Ride,24.3,40.3,53.7,7957,7957,0
25 to 34,178,2013-12-11,male,157,33.3,521,North Corniche,85 to 95 kg,Evening Ride,24.8,47.5,23.88,3469,3469,0
25 to 34,335,2017-01-02,male,158,33.3,522,North Corniche,95 kg to 104 kg,الاثنين ٤/٤/١٤٣٨,22.6,42.1,23.09,3672,3672,0
25 to 34,537,2018-12-24,male,159,33.1,524,North Corniche,95 kg to 104 kg,Night Ride,22.1,44.6,26.05,4235,4235,1
25 to 34,351,2019-12-23,male,159,33.1,524,North Corniche,65 to 74 kg,Evening Ride,21.4,43.2,55.0,9238,9238,1
25 to 34,71,2018-09-17,male,161,33.1,525,North Corniche,75 to 84 kg,تمرين 50km تدريج سرعات clockwise vertical arrows man biking: light skin tone ,26.5,45.4,50.01,6807,6807,0
25 to 34,435,2018-08-27,male,162,33.0,526,North Corniche,54 kg and under,Evening Ride,24.9,43.9,47.25,6840,6840,0
25 to 34,481,2018-11-21,male,162,33.0,526,North Corniche,54 kg and under,Evening Ride,23.5,37.8,53.03,8110,8110,0
25 to 34,371,2018-02-16,male,164,32.9,527,North Corniche,54 kg and under,Morning Ride,21.8,50.4,31.85,5263,5263,1
25 to 34,1407,2020-02-15,male,164,32.9,527,North Corniche,75 to 84 kg,Gorgeous Jeddah Ride,30.4,57.6,42.65,5055,5055,0
25 to 34,214,2015-10-09,male,166,32.9,528,North Corniche,75 to 84 kg,Kind of race. Getting the peak of HR.... very short and very fast for me...,28.1,51.1,77.94,9993,9993,1
25 to 34,1402,2019-09-16,male,166,32.9,528,North Corniche,54 kg and under,Evening Ride,18.7,38.9,18.26,3509,3509,0
25 to 34,497,2017-12-18,male,168,32.8,529,North Corniche,75 to 84 kg,تمرين الاثنين مع دراج جدة ,21.0,42.1,28.57,4904,4904,0
25 to 34,182,2019-04-24,male,168,32.8,529,North Corniche,75 to 84 kg, Training|with|jeddah|cyclist ,24.8,36.4,46.61,6762,6762,1
25 to 34,1058,2019-11-22,male,168,32.8,529,North Corniche,,Usual friday ride Malik to jeddah water front,23.6,46.8,48.96,7457,7457,0
25 to 34,296,2016-01-04,male,171,32.7,530,North Corniche,75 to 84 kg,Evening Ride,20.1,50.0,22.14,3969,3969,0
25 to 34,195,2018-10-10,male,171,32.7,530,North Corniche,55 to 64 kg,Evening Ride,23.0,38.5,51.67,8081,8081,1
25 to 34,346,2018-10-15,male,171,32.7,530,North Corniche,105 kg to 114 kg,Evening Ride,23.5,40.3,53.75,8219,8219,0
25 to 34,532,2020-01-27,male,171,32.7,530,North Corniche,75 to 84 kg,Evening Ride,19.0,46.8,15.41,2926,2926,0
25 to 34,420,2017-01-11,male,175,32.7,531,North Corniche,95 kg to 104 kg,Evening Ride,20.3,45.4,28.96,5129,5129,0
25 to 34,437,2019-02-18,male,175,32.7,531,North Corniche,95 kg to 104 kg,Evening Ride,22.5,37.1,37.4,5982,5982,0
25 to 34,482,2017-01-11,male,177,32.6,532,North Corniche,85 to 95 kg,Evening Ride,20.2,44.3,30.16,5364,5364,0
25 to 34,286,2018-11-26,male,177,32.6,532,North Corniche,54 kg and under,Evening Ride,24.3,45.0,40.94,6054,6054,0
25 to 34,56,2019-11-29,male,177,32.6,532,North Corniche,65 to 74 kg,Afternoon Ride,25.8,44.3,85.02,11866,11866,1
25 to 34,1409,2019-09-13,male,180,32.6,533,North Corniche,54 kg and under,Morning Ride,26.3,38.5,26.49,3623,3623,0
25 to 34,131,2017-10-17,male,181,32.5,534,North Corniche,95 kg to 104 kg,Morning Ride,25.3,40.7,41.07,5837,5837,0
25 to 34,353,2016-05-23,male,182,32.4,536,North Corniche,85 to 95 kg,Evening Ride,28.4,55.8,41.43,5256,5256,0
25 to 34,370,2019-10-02,male,183,32.3,538,North Corniche,54 kg and under,وحوووش،،، man biking: light skin tone man biking: light skin tone smiling face with heart-eyes red heart fire fire ,25.2,40.0,47.72,6823,6823,0
25 to 34,280,2017-05-10,male,184,32.1,541,North Corniche,85 to 95 kg,Evening Ride,26.0,38.9,35.48,4913,4913,0
25 to 34,372,2018-07-25,male,185,32.0,543,North Corniche,65 to 74 kg,تمرين حرااق مرره والرطووبه 1000,26.3,41.4,50.07,6866,6866,0
25 to 34,403,2019-12-30,male,186,31.9,544,North Corniche,54 kg and under,jeddah cyclist,22.8,42.1,48.69,7674,7674,0
25 to 34,334,2016-05-13,male,187,31.8,545,North Corniche,54 kg and under,Morning Ride,23.5,42.8,41.67,6385,6385,1
25 to 34,358,2018-06-10,male,187,31.8,545,North Corniche,75 to 84 kg,تمرين الساحل الغربي - جدة عروس البحر الأحمر,27.4,58.0,51.25,6725,6725,1
25 to 34,230,2015-05-13,male,189,31.7,548,North Corniche,65 to 74 kg,Afternoon Ride,25.2,42.8,64.25,9171,9171,0
25 to 34,1406,2018-06-05,male,189,31.7,548,North Corniche,54 kg and under,Night Ride,22.6,39.2,25.23,4016,4016,0
25 to 34,258,2018-03-26,male,191,31.6,549,North Corniche,75 to 84 kg,Fahrt am Nachmittag,28.4,45.4,54.91,6950,6950,0
25 to 34,349,2016-06-15,male,192,31.6,550,North Corniche,105 kg to 114 kg,Night Ride,18.5,43.9,15.31,2982,2982,0
25 to 34,269,2016-03-21,male,192,31.6,550,North Corniche,95 kg to 104 kg,Evening Ride,19.7,58.7,40.19,7343,7343,0
25 to 34,565,2018-12-07,male,192,31.6,550,North Corniche,54 kg and under,Afternoon Ride,20.0,49.0,39.75,7166,7166,0
25 to 34,548,2019-12-11,male,192,31.6,550,North Corniche,85 to 95 kg,تمرين دراج,19.4,43.2,22.91,4263,4263,0
25 to 34,238,2017-01-04,male,196,31.4,552,North Corniche,65 to 74 kg,Evening Ride,20.4,47.9,18.26,3216,3216,0
25 to 34,1069,2019-11-20,male,196,31.4,552,North Corniche,54 kg and under,Evening Ride,22.5,54.0,50.02,7991,7991,0
25 to 34,331,2014-12-05,male,198,31.4,553,North Corniche,55 to 64 kg,Night Ride,24.2,79.2,54.25,8055,8055,0
25 to 34,154,2019-09-13,male,198,31.4,553,North Corniche,,Afternoon Ride,19.1,43.2,40.13,7572,7572,0
25 to 34,167,2014-05-05,male,200,31.3,554,North Corniche,85 to 95 kg,"5/5/14 Jeddah, Makkah Province, Saudi Arabia",27.9,41.4,41.49,5358,5358,1
25 to 34,442,2018-11-24,male,200,31.3,554,North Corniche,65 to 74 kg,Afternoon Ride,19.7,40.7,37.84,6922,6922,0
25 to 34,360,2018-10-29,male,202,31.3,555,North Corniche,75 to 84 kg,Evening Ride,24.3,60.1,49.19,7289,7289,0
25 to 34,431,2019-12-30,male,202,31.3,555,North Corniche,75 to 84 kg,JEDDAH ride,24.7,43.9,49.23,7167,7167,0
25 to 34,1065,2018-12-17,male,204,31.2,556,North Corniche,95 kg to 104 kg,A Ride with Jeddah Cycliest,23.7,40.3,50.69,7697,7697,0
25 to 34,189,2016-11-12,male,205,31.2,557,North Corniche,85 to 95 kg,Morning Ride,34.1,43.2,100.04,10550,10550,0
25 to 34,345,2018-03-05,male,205,31.2,557,North Corniche,75 to 84 kg,Evening Ride,25.2,37.8,51.65,7365,7365,0
25 to 34,410,2018-04-02,male,205,31.2,557,North Corniche,54 kg and under,تمرين جده سايكلت نقص وزنك sign of the horns ,21.7,42.5,52.97,8788,8788,0
25 to 34,1310,2018-06-22,male,205,31.2,557,North Corniche,75 to 84 kg,Night Ride,22.1,37.4,47.29,7708,7708,0
25 to 34,1107,2019-02-15,male,205,31.2,557,North Corniche,54 kg and under,Afternoon Ride,24.9,99.0,73.08,10547,10547,0
25 to 34,284,2018-12-03,male,210,31.1,558,North Corniche,54 kg and under,Evening Ride,20.0,43.9,76.51,13747,13747,0
25 to 34,241,2014-12-24,male,211,31.0,560,North Corniche,75 to 84 kg,Evening Ride,24.4,42.5,27.24,4025,4025,0
25 to 34,1403,2016-08-27,male,212,30.9,561,North Corniche,95 kg to 104 kg,Night Ride,25.0,55.4,71.57,10305,10305,0
25 to 34,239,2015-04-13,male,212,30.9,561,North Corniche,105 kg to 114 kg,Night Ride,21.5,43.2,23.47,3926,3926,0
25 to 34,274,2019-11-27,male,212,30.9,561,North Corniche,54 kg and under,Evening Ride,27.5,39.2,42.3,5543,5543,0
25 to 34,555,2019-12-26,male,215,30.9,562,North Corniche,54 kg and under,Evening Ride,17.7,45.4,39.86,8110,8110,0
25 to 34,419,2020-02-14,male,215,30.9,562,North Corniche,54 kg and under,هوييييدي يسعدلي جوك ( شغاااااال ),15.1,42.8,27.21,6498,6498,0
25 to 34,1411,2017-04-19,male,217,30.8,563,North Corniche,85 to 95 kg,Evening Ride,22.7,41.8,23.89,3790,3790,0
25 to 34,388,2019-07-24,male,217,30.8,563,North Corniche,,Team 25,20.7,38.9,58.33,10155,10155,0
25 to 34,1169,2017-08-12,male,219,30.8,564,North Corniche,65 to 74 kg,Morning Ride,31.6,54.7,40.48,4619,4619,1
25 to 34,1437,2019-04-18,male,219,30.8,564,North Corniche,65 to 74 kg,Evening Ride,24.4,61.9,22.27,3282,3282,0
25 to 34,1178,2019-04-18,male,219,30.8,564,North Corniche,85 to 95 kg,Evening Ride,23.9,60.5,21.9,3294,3294,0
25 to 34,347,2018-05-14,male,222,30.7,565,North Corniche,75 to 84 kg,Evening Ride,23.7,51.5,49.31,7483,7483,0
25 to 34,260,2018-07-16,male,223,30.7,566,North Corniche,54 kg and under,Night Ride,24.5,44.6,51.71,7602,7602,0
25 to 34,324,2018-08-20,male,223,30.7,566,North Corniche,115 kg and over,Night Ride,20.0,43.2,42.37,7615,7615,0
25 to 34,395,2017-08-03,male,225,30.6,567,North Corniche,85 to 95 kg,Evening Ride,20.2,41.8,29.7,5296,5296,1
25 to 34,455,2018-04-16,male,225,30.6,567,North Corniche,54 kg and under,Evening Ride,23.1,49.7,51.38,8020,8020,0
25 to 34,454,2019-10-26,male,225,30.6,567,North Corniche,65 to 74 kg,Morning bicycle bicycle with azoz ,22.8,40.3,15.0,2374,2374,1
25 to 34,275,2014-08-25,male,228,30.5,569,North Corniche,115 kg and over,Night Ride,24.0,45.7,25.3,3789,3789,0
25 to 34,489,2017-01-02,male,229,30.5,570,North Corniche,115 kg and over,Evening Ride,22.5,36.0,22.18,3545,3545,0
25 to 34,305,2017-12-18,male,229,30.5,570,North Corniche,55 to 64 kg,اول تمرين مع شباب جدة سايكلست ,25.1,35.6,46.5,6681,6681,0
25 to 34,78,2016-12-31,male,231,30.4,571,North Corniche,75 to 84 kg,Lunch Ride,19.2,48.2,23.8,4470,4470,0
25 to 34,1417,2019-12-30,male,231,30.4,571,North Corniche,85 to 95 kg,Night ride,26.4,43.9,41.53,5668,5668,0
25 to 34,237,2015-02-04,male,233,30.3,572,North Corniche,95 kg to 104 kg,Evening Ride,23.8,39.6,27.6,4182,4182,0
25 to 34,725,2016-04-04,male,234,30.2,574,North Corniche,85 to 95 kg,Evening Ride,24.9,43.6,72.28,10470,10470,0
25 to 34,205,2017-03-29,male,234,30.2,574,North Corniche,115 kg and over,Night Ride,23.2,34.9,19.27,2987,2987,0
25 to 34,569,2018-02-03,male,234,30.2,574,North Corniche,75 to 84 kg,Morning Ride,19.6,45.0,43.59,8008,8008,0
25 to 34,317,2018-02-23,male,237,30.2,575,North Corniche,65 to 74 kg,Morning Ride,26.8,42.8,57.35,7715,7715,0
25 to 34,447,2018-11-06,male,237,30.2,575,North Corniche,105 kg to 114 kg,Afternoon Ride,20.5,40.0,41.31,7243,7243,0
25 to 34,550,2019-03-29,male,237,30.2,575,North Corniche,65 to 74 kg,Afternoon Ride,19.8,39.6,26.54,4838,4838,0
25 to 34,1152,2020-01-10,male,237,30.2,575,North Corniche,85 to 95 kg,I’m Back man biking ,23.9,67.7,11.1,1674,1674,0
25 to 34,278,2016-10-22,male,241,30.1,576,North Corniche,85 to 95 kg,Afternoon Ride,18.4,42.1,20.57,4021,4021,0
25 to 34,379,2015-06-21,male,241,30.1,576,North Corniche,75 to 84 kg,Night Ride,24.0,46.8,26.98,4045,4045,0
25 to 34,283,2015-04-27,male,243,30.0,578,North Corniche,85 to 95 kg,Night Ride,23.3,40.0,27.16,4191,4191,0
25 to 34,201,2018-05-25,male,243,30.0,578,North Corniche,85 to 95 kg,Afternoon Ride,21.2,38.2,81.08,13750,13750,1
25 to 34,398,2016-11-07,male,245,30.0,579,North Corniche,95 kg to 104 kg,Evening Ride,19.4,46.1,18.04,3356,3356,0
25 to 34,391,2017-05-31,male,245,30.0,579,North Corniche,85 to 95 kg,Night Ride,23.2,46.4,25.74,3997,3997,1
25 to 34,425,2018-02-25,male,247,29.9,580,North Corniche,54 kg and under,Night Ride,22.6,58.0,70.92,11302,11302,0
25 to 34,1427,2018-10-14,male,248,29.8,582,North Corniche,85 to 95 kg,تمرين بعد انقطاع OK hand ,19.3,34.6,39.03,7263,7263,0
25 to 34,396,2017-05-03,male,249,29.8,583,North Corniche,75 to 84 kg,30-35 speed ,24.1,41.0,30.52,4562,4562,0
25 to 34,348,2018-03-21,male,249,29.8,583,North Corniche,105 kg to 114 kg,Evening Ride,24.0,40.7,45.79,6859,6859,0
25 to 34,242,2018-06-03,male,251,29.7,584,North Corniche,105 kg to 114 kg,Night Ride,23.4,36.4,31.69,4869,4869,0
25 to 34,411,2019-01-26,male,251,29.7,584,North Corniche,75 to 84 kg,Morning Ride,23.6,43.2,22.06,3369,3369,1
25 to 34,211,2014-08-20,male,253,29.6,586,North Corniche,95 kg to 104 kg,Night Ride,23.1,46.4,27.31,4264,4264,0
25 to 34,1216,2019-11-21,male,253,29.6,586,North Corniche,54 kg and under,تمرين كورنيش جدة,23.6,33.8,40.13,6123,6123,0
25 to 34,1410,2019-12-17,male,253,29.6,586,North Corniche,85 to 95 kg,Evening Ride,19.6,40.7,21.63,3969,3969,0
25 to 34,337,2016-11-01,male,256,29.6,587,North Corniche,65 to 74 kg,Evening Ride مسائي للوحوش,23.0,47.5,18.83,2953,2953,0
25 to 34,1423,2017-02-03,male,257,29.5,589,North Corniche,75 to 84 kg,Morning Ride,22.1,40.7,30.68,4996,4996,1
25 to 34,678,2017-08-07,male,257,29.5,589,North Corniche,85 to 95 kg,تمرين مع دراج جدة ,23.4,37.4,43.89,6746,6746,1
25 to 34,413,2018-11-20,male,257,29.5,589,North Corniche,54 kg and under,1st day jeddah challenge ,19.3,40.0,56.66,10571,10571,0
25 to 34,456,2018-04-17,male,260,29.4,591,North Corniche,54 kg and under,Night Ride,18.9,34.6,61.18,11660,11660,0
