user_age_group,user_id,attempt_date,gender,smt_rank,smt_avg_spd,smt_finish_seconds,smt_name,user_weight_category,act_title,act_avg_spd,act_max_spd,act_total_km,act_moving_seconds,act_total_seconds,has_hr_data
25 to 34,1412,2018-04-18,male,260,29.4,591,North Corniche,65 to 74 kg,Evening Ride,17.9,36.0,32.93,6610,6610,0
25 to 34,381,2016-07-11,male,262,29.3,592,North Corniche,95 kg to 104 kg,Night Ride,19.2,45.7,35.48,6644,6644,0
25 to 34,501,2017-02-27,male,262,29.3,592,North Corniche,115 kg and over,Quick and safe with Jeddah cyclist person biking: medium-dark skin tone  red heart ,17.5,45.0,18.94,3892,3892,0
25 to 34,287,2018-08-12,male,264,29.3,593,North Corniche,65 to 74 kg,Evening Ride,26.3,52.6,52.91,7237,7237,0
25 to 34,216,2016-01-23,male,265,29.2,594,North Corniche,75 to 84 kg,Morning Ride-23/1/2016,25.0,42.1,30.0,4315,4315,0
25 to 34,492,2019-01-03,male,265,29.2,594,North Corniche,54 kg and under,Sjc alone turki,21.3,36.0,31.55,5331,5331,0
25 to 34,426,2019-03-04,male,265,29.2,594,North Corniche,54 kg and under,Evening Ride,23.5,36.0,45.7,7006,7006,0
25 to 34,319,2017-07-12,male,268,29.1,596,North Corniche,55 to 64 kg,Evening Ride,22.9,35.6,23.31,3667,3667,1
25 to 34,1197,2017-07-21,male,268,29.1,596,North Corniche,75 to 84 kg,Night Ride,24.7,43.9,75.31,10992,10992,0
25 to 34,434,2017-09-20,male,268,29.1,596,North Corniche,85 to 95 kg,Evening Ride,21.7,38.9,26.89,4461,4461,0
25 to 34,405,2018-01-29,male,268,29.1,596,North Corniche,75 to 84 kg,Night Ride,20.7,42.1,14.63,2550,2550,0
25 to 34,375,2019-10-04,male,268,29.1,596,North Corniche,54 kg and under,Afternoon Ride,25.1,67.3,47.76,6856,6856,0
25 to 34,333,2016-08-10,male,273,29.1,597,North Corniche,95 kg to 104 kg,Night Ride,18.5,41.0,22.49,4381,4381,0
25 to 34,302,2017-08-28,male,273,29.1,597,North Corniche,85 to 95 kg,Evening Ride,21.5,41.4,15.0,2513,2513,0
25 to 34,602,2019-04-08,male,273,29.1,597,North Corniche,54 kg and under,Evening Ride,18.7,39.2,19.78,3801,3801,0
25 to 34,299,2016-11-07,male,276,29.0,598,North Corniche,55 to 64 kg,Evening Ride,24.9,42.8,20.45,2952,2952,0
25 to 34,373,2019-04-08,male,276,29.0,598,North Corniche,54 kg and under,Evening Ride,19.7,49.0,23.6,4315,4315,0
25 to 34,292,2017-02-06,male,278,29.0,599,North Corniche,115 kg and over,Evening Ride,15.4,40.7,21.92,5112,5112,0
25 to 34,153,2019-11-27,male,278,29.0,599,North Corniche,54 kg and under,Evening Ride,19.7,67.7,25.84,4733,4733,0
25 to 34,355,2013-11-29,male,280,28.9,600,North Corniche,85 to 95 kg,تمرين رائع صباح الجمعة كورنيش جدة أبحر الشمالية والعودة,26.1,39.6,84.27,11622,11622,0
25 to 34,414,2019-02-22,male,280,28.9,600,North Corniche,54 kg and under,جدةدراج مكه1440/0617,27.9,48.6,99.03,12763,12763,0
25 to 34,1068,2015-12-21,male,282,28.9,601,North Corniche,85 to 95 kg,Afternoon Ride,21.3,43.6,43.33,7338,7338,0
25 to 34,475,2017-07-11,male,282,28.9,601,North Corniche,105 kg to 114 kg,Evening Ride,19.5,38.5,20.25,3738,3738,0
25 to 34,467,2017-05-22,male,284,28.8,602,North Corniche,75 to 84 kg,Night Ride,19.1,32.8,18.82,3543,3543,0
25 to 34,72,2020-01-06,male,285,28.8,603,North Corniche,54 kg and under,Night Ride,21.1,46.1,20.87,3562,3562,0
25 to 34,441,2017-07-11,male,286,28.7,604,North Corniche,54 kg and under,jeddah cyclist,20.5,46.8,19.87,3490,3490,0
25 to 34,1414,2016-06-11,male,287,28.7,605,North Corniche,54 kg and under,Night Ride,21.6,70.2,29.36,4894,4894,0
25 to 34,468,2017-05-22,male,287,28.7,605,North Corniche,75 to 84 kg,1/2 25-30km/h 1/2 20-25km/h,20.5,36.7,21.06,3698,3698,0
25 to 34,446,2016-10-30,male,289,28.6,606,North Corniche,54 kg and under,Evening Ride,20.5,44.3,42.24,7425,7425,0
25 to 34,1184,2016-10-14,male,289,28.6,606,North Corniche,75 to 84 kg,تمرين جداوي صباحي ,23.9,34.6,66.55,10035,10035,0
25 to 34,338,2018-04-09,male,289,28.6,606,North Corniche,54 kg and under,Evening Ride,24.8,41.0,53.57,7786,7786,0
25 to 34,272,2016-09-30,male,292,28.6,607,North Corniche,55 to 64 kg,Morning Ride,20.5,45.4,25.41,4453,4453,0
25 to 34,424,2016-09-26,male,292,28.6,607,North Corniche,54 kg and under,Mezo,21.7,49.3,53.09,8790,8790,0
25 to 34,399,2015-09-30,male,294,28.5,608,North Corniche,75 to 84 kg,Morning Ride,21.2,39.2,52.18,8843,8843,0
25 to 34,244,2016-12-07,male,294,28.5,608,North Corniche,105 kg to 114 kg,Evening Ride,23.0,43.2,25.89,4060,4060,1
25 to 34,231,2018-01-29,male,296,28.5,609,North Corniche,65 to 74 kg,30/1/2018 جدة,25.2,47.2,65.14,9302,9302,0
25 to 34,450,2017-02-17,male,297,28.5,610,North Corniche,65 to 74 kg,الجمعة الصباح ,19.9,37.4,49.52,8959,8959,0
25 to 34,427,2017-04-26,male,297,28.5,610,North Corniche,75 to 84 kg,Evening Ride,22.2,39.2,20.47,3321,3321,0
25 to 34,279,2016-07-20,male,299,28.4,611,North Corniche,75 to 84 kg,Night Ride,18.6,38.5,19.37,3750,3750,0
25 to 34,1175,2013-03-03,male,300,28.4,612,North Corniche,65 to 74 kg,"Mar 3, 2013",26.5,49.2,30.35,4123,4123,0
25 to 34,579,2018-07-08,male,300,28.4,612,North Corniche,54 kg and under,Night Ride,22.1,38.9,32.35,5276,5276,0
25 to 34,412,2018-05-30,male,302,28.3,613,North Corniche,54 kg and under,Morning Ride,22.9,61.2,55.34,8683,8683,0
25 to 34,561,2018-11-21,male,302,28.3,613,North Corniche,54 kg and under,Evening Ride,20.0,41.4,28.42,5114,5114,0
25 to 34,469,2019-09-28,male,304,28.3,614,North Corniche,85 to 95 kg,Afternoon Ride,21.5,40.3,47.77,7998,7998,0
25 to 34,438,2017-12-09,male,305,28.2,615,North Corniche,65 to 74 kg,Afternoon Ride,18.3,41.4,25.75,5058,5058,0
25 to 34,422,2018-04-09,male,305,28.2,615,North Corniche,54 kg and under,Evening Ride,22.9,43.2,52.75,8307,8307,0
25 to 34,1180,2019-07-13,male,307,28.1,618,North Corniche,75 to 84 kg,Evening Ride,24.2,40.3,37.77,5619,5619,1
25 to 34,1428,2016-12-03,male,308,28.0,619,North Corniche,85 to 95 kg,Night Ride,18.7,114.5,26.58,5117,5117,0
25 to 34,509,2019-05-20,male,308,28.0,619,North Corniche,54 kg and under,32km,21.3,36.7,32.39,5466,5466,0
25 to 34,514,2018-11-07,male,310,28.0,620,North Corniche,,First ride with shalabi,18.6,36.7,30.29,5865,5865,0
25 to 34,432,2016-05-18,male,311,27.8,625,North Corniche,54 kg and under,Night Ride,23.5,44.3,22.46,3446,3446,0
25 to 34,1425,2018-11-19,male,312,27.7,626,North Corniche,,Evening Ride,18.4,42.5,28.09,5504,5504,0
25 to 34,483,2018-11-19,male,312,27.7,626,North Corniche,54 kg and under,تمرين الاثنين 19-نوفمبر,18.3,34.6,23.49,4633,4633,0
25 to 34,1182,2018-01-17,male,314,27.7,627,North Corniche,105 kg to 114 kg,Evening Ride,21.0,41.4,30.36,5201,5201,0
25 to 34,421,2017-03-15,male,315,27.6,629,North Corniche,115 kg and over,Evening Ride,20.3,37.8,21.0,3724,3724,0
25 to 34,464,2018-05-09,male,315,27.6,629,North Corniche,95 kg to 104 kg,Evening Ride,18.2,36.0,25.06,4958,4958,0
25 to 34,577,2020-03-07,male,317,27.5,631,North Corniche,75 to 84 kg,Afternoon Ride,18.5,37.4,25.6,4989,4989,1
25 to 34,1144,2017-10-06,male,318,27.5,632,North Corniche,65 to 74 kg,Camel Obhur Ride (Morning Ride),22.0,64.4,78.1,12799,12799,0
25 to 34,1212,2018-04-28,male,319,27.4,633,North Corniche,85 to 95 kg,Home to Obhur and back!,17.2,39.2,53.27,11175,11175,0
25 to 34,560,2018-11-28,male,319,27.4,633,North Corniche,,Evening Ride,19.5,38.2,28.14,5210,5210,0
25 to 34,418,2018-11-14,male,321,27.4,634,North Corniche,65 to 74 kg,Night Ride,22.3,33.5,35.13,5669,5669,0
25 to 34,535,2014-07-06,male,322,27.3,636,North Corniche,65 to 74 kg,Afternoon Ride Ramadan 2,21.0,39.6,12.69,2177,2177,0
25 to 34,1433,2018-02-14,male,322,27.3,636,North Corniche,85 to 95 kg,Evening Ride,12.9,42.1,26.56,7387,7387,0
25 to 34,1192,2018-10-05,male,324,27.2,637,North Corniche,75 to 84 kg,Morning Ride,20.0,35.6,44.89,8090,8090,0
25 to 34,1429,2019-01-30,male,324,27.2,637,North Corniche,105 kg to 114 kg,Evening Ride,18.9,36.4,28.36,5406,5406,0
25 to 34,322,2019-03-09,male,324,27.2,637,North Corniche,,Solo trip,21.7,40.7,40.35,6707,6707,0
25 to 34,1066,2015-12-17,male,327,27.2,638,North Corniche,75 to 84 kg,26Dec2015,20.6,46.8,69.17,12099,12099,0
25 to 34,1435,2018-10-22,male,328,27.1,640,North Corniche,65 to 74 kg,Evening Ride,19.0,34.6,20.71,3934,3934,1
25 to 34,1138,2017-05-09,male,329,27.0,642,North Corniche,75 to 84 kg,Evening Ride,28.3,42.5,28.66,3646,3646,0
25 to 34,572,2018-10-12,male,329,27.0,642,North Corniche,,Morning Ride,19.0,47.5,36.07,6852,6852,0
25 to 34,1101,2020-02-10,male,331,27.0,643,North Corniche,85 to 95 kg,Afternoon Ride,29.5,58.0,70.52,8601,8601,1
25 to 34,1436,2017-09-13,male,332,27.0,644,North Corniche,54 kg and under,Evening Ride تمرين بطل بطل مع جده سايكليت ,19.4,40.0,30.29,5617,5617,0
25 to 34,448,2017-03-22,male,333,26.9,645,North Corniche,54 kg and under,Evening Ride,19.2,46.1,20.08,3765,3765,0
25 to 34,387,2018-12-06,male,333,26.9,645,North Corniche,85 to 95 kg,Evening Ride,16.3,44.6,58.42,12884,12884,0
25 to 34,323,2018-01-03,male,335,26.8,647,North Corniche,75 to 84 kg,احلى تمرين مع دراج جدة two hearts person biking: light skin tone ,25.4,40.3,45.37,6427,6427,0
25 to 34,460,2018-12-21,male,336,26.7,650,North Corniche,75 to 84 kg,Evening Ride,17.7,46.4,55.73,11305,11305,1
25 to 34,1421,2019-03-04,male,336,26.7,650,North Corniche,54 kg and under,دراج جدة الاثنين,18.8,32.0,19.97,3824,3824,0
25 to 34,352,2015-02-23,male,338,26.7,651,North Corniche,65 to 74 kg,تمرين جدة سايكليست ,23.0,63.4,29.76,4666,4666,0
25 to 34,523,2019-03-04,male,338,26.7,651,North Corniche,85 to 95 kg,Night Ride,15.4,43.9,33.43,7826,7826,1
25 to 34,899,2017-09-13,male,340,26.6,652,North Corniche,65 to 74 kg,13/9/2017,22.0,50.4,24.98,4090,4090,0
25 to 34,512,2019-11-25,male,341,26.6,653,North Corniche,54 kg and under,Evening Ride,19.5,36.0,27.5,5075,5075,0
25 to 34,342,2017-09-13,male,342,26.5,654,North Corniche,54 kg and under,تمرين الربوع person biking: light skin tone person biking: light skin tone person biking: light skin tone smiling face with heart-eyes fire ,23.0,47.9,22.68,3552,3552,0
25 to 34,563,2020-01-20,male,342,26.5,654,North Corniche,54 kg and under,"Ride in jeddah with jeddah Cyclist, All the respect and thank you from the bottom for the good treatment and their love of the bicycle; and I am honored to ride with them again and always... flag: Saudi Arabia flexed biceps man mountain biking face savoring food grapes purple heart ",18.3,49.7,25.38,4983,4983,1
25 to 34,566,2020-01-20,male,344,26.5,656,North Corniche,54 kg and under,Evening Ride,18.4,47.5,25.26,4942,4942,1
25 to 34,465,2018-03-16,male,345,26.4,657,North Corniche,105 kg to 114 kg,Evening Ride,20.4,37.4,41.72,7369,7369,1
25 to 34,378,2016-05-27,male,346,26.4,658,North Corniche,75 to 84 kg,تمربن بحري مع وحوش جده واكتشفت اني شايب بينهم,24.8,40.0,56.74,8237,8237,0
25 to 34,530,2017-12-25,male,347,26.3,661,North Corniche,95 kg to 104 kg,Night Ride,17.0,40.3,33.54,7100,7100,0
25 to 34,361,2016-10-28,male,348,26.2,663,North Corniche,75 to 84 kg,Morning Ride,24.5,39.6,52.33,7678,7678,0
25 to 34,486,2014-09-13,male,349,26.1,664,North Corniche,75 to 84 kg,13/9/2014,21.8,32.0,21.81,3598,3598,0
25 to 34,538,2018-07-31,male,350,26.1,665,North Corniche,75 to 84 kg,Morning Ride,21.9,70.2,65.38,10732,10732,0
25 to 34,329,2014-02-12,male,351,26.0,667,North Corniche,105 kg to 114 kg,Evening Ride,22.5,47.5,45.88,7329,7329,0
25 to 34,1454,2017-07-12,male,352,25.8,672,North Corniche,75 to 84 kg,Evening Ride,23.3,36.7,24.21,3741,3741,0
25 to 34,516,2018-03-25,male,352,25.8,672,North Corniche,85 to 95 kg,Afternoon Ride,20.6,37.8,28.92,5059,5059,0
25 to 34,1292,2018-05-31,male,354,25.8,673,North Corniche,54 kg and under,Night Ride,18.9,32.0,10.07,1921,1921,0
25 to 34,545,2018-06-04,male,355,25.8,674,North Corniche,54 kg and under,Night Ride,19.6,38.9,30.01,5505,5505,0
25 to 34,409,2020-03-10,male,355,25.8,674,North Corniche,54 kg and under,Evening Ride,16.3,56.9,80.08,17682,17682,0
25 to 34,598,2019-01-23,male,357,25.7,675,North Corniche,54 kg and under,احلا تمرين اليوم ,18.5,37.8,43.44,8452,8452,0
25 to 34,1434,2018-02-21,male,358,25.6,677,North Corniche,,Evening Ride,18.5,32.4,26.07,5067,5067,0
25 to 34,1432,2020-03-10,male,358,25.6,677,North Corniche,54 kg and under,Evening Ride,17.6,37.4,67.55,13823,13823,0
25 to 34,508,2016-05-09,male,360,25.6,678,North Corniche,54 kg and under,Evening Ride,18.1,49.3,21.84,4347,4347,0
25 to 34,603,2019-01-23,male,361,25.6,679,North Corniche,54 kg and under,تمرين ممتع من ابحر ,18.8,30.6,43.16,8268,8268,0
25 to 34,585,2019-04-24,male,361,25.6,679,North Corniche,65 to 74 kg,Evening Ride,21.0,36.0,37.02,6342,6342,0
25 to 34,397,2018-06-22,male,363,25.5,680,North Corniche,85 to 95 kg,jeddah cycles,20.0,44.6,50.53,9118,9118,0
25 to 34,480,2020-02-20,male,364,25.4,683,North Corniche,54 kg and under,Morning Ride ,19.4,32.0,20.01,3710,3710,0
25 to 34,531,2018-08-27,male,365,25.4,684,North Corniche,75 to 84 kg,Evening Ride,12.3,31.3,26.31,7697,7697,0
25 to 34,478,2016-01-25,male,366,25.3,685,North Corniche,54 kg and under,Evening Ride,19.1,40.0,22.44,4239,4239,0
25 to 34,494,2018-02-11,male,367,25.3,686,North Corniche,54 kg and under,الاحد ,20.4,47.2,30.51,5394,5394,0
25 to 34,1441,2017-10-05,male,368,25.3,687,North Corniche,85 to 95 kg,Afternoon Ride,20.5,54.7,22.64,3980,3980,0
25 to 34,495,2018-08-25,male,368,25.3,687,North Corniche,,Evening Ride,19.9,34.2,22.37,4054,4054,0
25 to 34,485,2017-05-06,male,370,25.1,692,North Corniche,65 to 74 kg,Morning Ride,18.6,42.1,27.79,5369,5369,0
25 to 34,295,2016-01-06,male,371,25.0,694,North Corniche,75 to 84 kg,Evening Ride,24.9,79.6,35.39,5126,5126,0
25 to 34,445,2019-01-18,male,371,25.0,694,North Corniche,65 to 74 kg,تحدي ١٠٠ ك مع دراج جدة,21.4,43.2,92.12,15492,15492,1
25 to 34,500,2019-07-29,male,373,25.0,695,North Corniche,54 kg and under,Evening Ride,20.0,35.6,28.77,5170,5170,0
25 to 34,1300,2019-01-18,male,374,24.9,696,North Corniche,54 kg and under,Morning Ride,18.9,39.6,36.58,6975,6975,0
25 to 34,1439,2019-11-18,male,374,24.9,696,North Corniche,54 kg and under,Evening Ride,20.5,43.2,22.92,4034,4034,0
25 to 34,547,2016-08-29,male,376,24.9,697,North Corniche,105 kg to 114 kg,Night Ride,18.9,46.1,20.82,3972,3972,0
25 to 34,1452,2017-01-01,male,376,24.9,697,North Corniche,105 kg to 114 kg,Afternoon Ride,20.2,49.3,36.56,6522,6522,0
25 to 34,522,2018-08-10,male,376,24.9,697,North Corniche,65 to 74 kg,Evening Ride,18.8,45.4,27.7,5309,5309,0
25 to 34,1449,2017-01-15,male,379,24.9,698,North Corniche,54 kg and under,Morning Ride,20.6,111.6,706.59,123780,123780,0
25 to 34,505,2016-04-13,male,380,24.8,701,North Corniche,105 kg to 114 kg,Evining trip,16.0,40.3,17.89,4017,4017,0
25 to 34,245,2017-03-03,male,380,24.8,701,North Corniche,75 to 84 kg,Morning Ride,22.9,38.2,49.56,7777,7777,1
25 to 34,1062,2020-03-19,male,380,24.8,701,North Corniche,75 to 84 kg,Evening Ride,19.8,30.6,20.0,3646,3646,1
25 to 34,1458,2018-07-25,male,383,24.7,702,North Corniche,54 kg and under,Evening Ride,18.9,33.5,28.63,5451,5451,0
25 to 34,1451,2018-02-27,male,384,24.7,703,North Corniche,54 kg and under,Afternoon Ride,17.7,43.9,15.15,3086,3086,0
25 to 34,590,2018-09-20,male,384,24.7,703,North Corniche,85 to 95 kg,Evening Ride,19.8,44.3,39.27,7158,7158,1
25 to 34,1459,2019-12-07,male,386,24.6,705,North Corniche,54 kg and under,Afternoon Ride,16.6,39.6,29.53,6400,6400,0
25 to 34,1201,2016-03-30,male,387,24.5,708,North Corniche,75 to 84 kg,Evening Ride,20.5,46.4,22.25,3906,3906,0
25 to 34,452,2018-07-03,male,387,24.5,708,North Corniche,75 to 84 kg,Night Ride,22.2,41.4,49.79,8071,8071,0
25 to 34,252,2017-02-08,male,389,24.5,709,North Corniche,75 to 84 kg,Evening Ride,21.9,34.2,23.61,3875,3875,0
25 to 34,1484,2018-10-01,male,390,24.4,710,North Corniche,54 kg and under,Evening Ride,18.1,43.6,25.34,5043,5043,0
25 to 34,253,2017-02-08,male,391,24.4,711,North Corniche,54 kg and under,تمرين معا قروب جده سايكلست,20.3,41.8,27.48,4873,4873,0
25 to 34,580,2019-06-17,male,391,24.4,711,North Corniche,54 kg and under,Jeddah Time,16.7,33.5,56.94,12312,12312,0
25 to 34,472,2018-03-02,male,393,24.4,712,North Corniche,85 to 95 kg,Evening Ride,19.5,38.2,23.67,4368,4368,0
25 to 34,525,2019-06-26,male,394,24.2,716,North Corniche,105 kg to 114 kg,Night ride.,15.7,36.4,32.07,7358,7358,0
25 to 34,356,2015-08-05,male,395,24.2,717,North Corniche,75 to 84 kg,تمرين الأربعاء مع دراج جدة Exercise Wednesdayjeddah cyclist ,19.3,43.6,40.38,7516,7516,0
25 to 34,1444,2017-11-11,male,396,24.2,718,North Corniche,54 kg and under,Nice Relaxed Ride next the Red Sea,16.6,34.9,41.34,8970,8970,0
25 to 34,1070,2017-11-15,male,397,24.1,720,North Corniche,54 kg and under,Morning Ride,17.7,37.4,38.31,7775,7775,0
25 to 34,576,2020-01-25,male,398,24.1,721,North Corniche,54 kg and under,Evening Ride,19.7,42.8,22.76,4167,4167,0
25 to 34,1455,2019-01-01,male,399,24.0,722,North Corniche,54 kg and under,Night Ride,17.8,34.2,20.26,4103,4103,0
25 to 34,521,2016-01-20,male,400,23.9,725,North Corniche,65 to 74 kg,Evening Ride,19.1,96.5,30.04,5650,5650,0
25 to 34,1457,2018-01-14,male,401,23.9,726,North Corniche,75 to 84 kg,Evening Ride,18.7,32.4,41.6,8017,8017,0
25 to 34,1450,2018-08-24,male,402,23.8,729,North Corniche,,تمرين الجمعة,17.2,35.6,47.08,9858,9858,0
25 to 34,354,2016-08-05,male,403,23.8,730,North Corniche,75 to 84 kg,Morning Ride,19.5,42.8,36.03,6645,6645,0
25 to 34,1204,2017-08-07,male,403,23.8,730,North Corniche,65 to 74 kg,Evening Ride10,21.0,36.4,24.89,4258,4258,0
25 to 34,1431,2018-03-12,male,405,23.6,735,North Corniche,54 kg and under,Evening Ride,19.0,62.6,24.37,4615,4615,0
25 to 34,1317,2017-07-02,male,406,23.4,741,North Corniche,85 to 95 kg,Night till morning,18.7,45.7,43.78,8414,8414,0
25 to 34,549,2018-06-25,male,407,23.4,743,North Corniche,105 kg to 114 kg,Night Ride,18.8,30.6,26.7,5127,5127,0
25 to 34,542,2017-12-25,male,408,23.2,747,North Corniche,54 kg and under,25-12-2017,17.4,44.3,28.4,5877,5877,0
25 to 34,1438,2019-05-01,male,408,23.2,747,North Corniche,95 kg to 104 kg,Night Ride,16.1,42.1,19.32,4318,4318,0
25 to 34,570,2018-02-03,male,410,23.2,748,North Corniche,65 to 74 kg,Morning Ride after breakfast,19.6,36.7,43.29,7963,7963,0
25 to 34,1193,2018-10-26,male,411,23.2,749,North Corniche,,Morning Ride,18.0,42.5,54.75,10924,10924,0
25 to 34,540,2020-01-22,male,412,23.1,753,North Corniche,,دراج جده,16.8,40.0,27.49,5902,5902,0
25 to 34,1296,2020-02-01,male,412,23.1,753,North Corniche,85 to 95 kg,Thank you lord for a safe ride and all the blessings.,17.6,46.4,34.18,6975,6975,0
25 to 34,1482,2018-09-18,male,414,23.0,754,North Corniche,,Night Ride,21.3,30.2,9.61,1629,1629,0
25 to 34,1473,2017-09-25,male,415,23.0,755,North Corniche,54 kg and under,Night Ride,18.2,36.0,17.8,3528,3528,0
25 to 34,1460,2019-04-01,male,416,23.0,756,North Corniche,54 kg and under,Night Ride,18.8,40.0,14.17,2719,2719,0
25 to 34,1468,2018-02-17,male,417,22.9,757,North Corniche,105 kg to 114 kg,Morning Ride,19.6,29.2,21.67,3976,3976,0
25 to 34,60,2018-03-28,male,418,22.9,758,North Corniche,85 to 95 kg,Night Ride,23.6,45.0,41.48,6336,6336,0
25 to 34,443,2014-04-02,male,419,22.9,759,North Corniche,54 kg and under,يوم التوحد و تمرين في جدة,19.2,55.1,37.12,6951,6951,0
25 to 34,215,2017-03-12,male,419,22.9,759,North Corniche,65 to 74 kg,Evening Ride,22.9,46.8,61.31,9627,9627,0
25 to 34,528,2014-04-02,male,421,22.8,760,North Corniche,95 kg to 104 kg,Afternoon Ride,16.9,47.5,48.09,10250,10250,0
25 to 34,546,2019-10-09,male,422,22.8,762,North Corniche,54 kg and under,Evening Ride,18.6,33.5,25.23,4896,4896,0
25 to 34,466,2018-01-24,male,423,22.7,763,North Corniche,85 to 95 kg,مشاركة مجدولة درّاج جدة,23.7,49.3,54.27,8242,8242,0
25 to 34,394,2015-04-27,male,424,22.7,765,North Corniche,65 to 74 kg,Night Ride,18.1,41.4,15.87,3165,3165,0
25 to 34,320,2018-04-15,male,424,22.7,765,North Corniche,,Morning Ride,14.5,29.5,27.96,6931,6931,0
25 to 34,1188,2017-09-11,male,426,22.5,770,North Corniche,85 to 95 kg,مع دراج جدة,20.4,54.4,19.14,3376,3376,0
25 to 34,1294,2016-05-11,male,427,22.4,775,North Corniche,65 to 74 kg,Night Ride,21.7,42.8,51.16,8503,8503,0
25 to 34,1050,2015-11-25,male,428,22.4,776,North Corniche,65 to 74 kg,Morning Ride,17.2,42.5,17.09,3579,3579,0
25 to 34,1456,2019-04-10,male,428,22.4,776,North Corniche,54 kg and under,Jeddah cyclist ,17.5,44.3,24.27,4988,4988,0
25 to 34,392,2019-07-24,male,430,22.3,777,North Corniche,54 kg and under,Evening Ride,21.1,33.8,34.89,5945,5945,0
25 to 34,573,2018-07-16,male,431,22.3,778,North Corniche,,Night Ride,17.9,96.5,41.93,8446,8446,0
25 to 34,181,2014-03-10,male,432,22.3,779,North Corniche,105 kg to 114 kg,Evening Ride,22.3,44.6,32.46,5245,5245,0
25 to 34,1465,2013-08-30,male,433,22.3,780,North Corniche,75 to 84 kg,Jeddah cyclist Friday training,24.0,46.4,30.73,4612,4612,0
25 to 34,519,2018-07-08,male,434,22.2,782,North Corniche,85 to 95 kg,Pulang Ke Ganggang Sambil Terbongkang face with tears of joy face with tears of joy face with tears of joy ,18.6,31.0,27.09,5246,5246,0
25 to 34,1466,2017-11-06,male,435,22.2,783,North Corniche,,Evening Ride,16.6,41.8,20.45,4435,4435,0
25 to 34,383,2018-02-26,male,435,22.2,783,North Corniche,115 kg and over,"It was tough.. (Adele, Hassan, and I)",13.4,34.9,28.95,7776,7776,0
25 to 34,1464,2018-12-03,male,437,22.1,787,North Corniche,54 kg and under,Afternoon Ride,17.9,69.8,62.34,12546,12546,0
25 to 34,470,2016-05-18,male,438,22.0,790,North Corniche,115 kg and over,Evening Ride,17.8,38.5,22.21,4504,4504,0
25 to 34,1413,2018-08-17,male,439,21.9,793,North Corniche,54 kg and under,Morning Ride,35.3,110.2,37.72,3846,3846,0
25 to 34,1475,2018-10-22,male,440,21.8,796,North Corniche,54 kg and under,Evening Ride,16.7,32.0,25.79,5547,5547,0
